ExperimentKey,TransfectionDate,PlateNum,CloneKey,Odor1K,Odor2K,Odor3K,Odor4K,Odor5K,Odor1C,Odor2C,Odor3C,Odor4C,Odor5C,PlateLocation,LucData,RLData,Notes,384Location,LabNoteBook,TransfectionType,CellType
394344,18-Jan-17,1,830,817,0,,,,0.00,0,,,,F2,10375,2839,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394345,18-Jan-17,1,830,817,0,,,,0.00,0,,,,G2,9368,3010,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394346,18-Jan-17,1,830,817,0,,,,0.00,0,,,,H2,11713,2954,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394347,18-Jan-17,1,830,817,0,,,,0.00,0,,,,I2,10402,2549,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394348,18-Jan-17,1,830,817,0,,,,0.00,0,,,,J2,10646,2903,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394349,18-Jan-17,1,830,817,0,,,,0.00,0,,,,K2,11840,2780,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394350,18-Jan-17,1,830,817,0,,,,0.00,0,,,,L2,12089,2319,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394351,18-Jan-17,1,830,817,0,,,,0.00,0,,,,M2,11777,2518,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394352,18-Jan-17,1,830,817,0,,,,0.00,0,,,,N2,11344,2194,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394353,18-Jan-17,1,830,817,0,,,,0.00,0,,,,O2,9888,2515,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394354,18-Jan-17,1,830,817,0,,,,0.00,0,,,,P2,7612,2335,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394355,18-Jan-17,1,830,817,0,,,,0.00,0,,,,A3,9060,3653,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394356,18-Jan-17,1,830,817,0,,,,0.00,0,,,,B3,9178,3287,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394357,18-Jan-17,1,830,817,0,,,,0.00,0,,,,C3,9206,2832,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394358,18-Jan-17,1,830,817,0,,,,0.00,0,,,,D3,10928,3221,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394359,18-Jan-17,1,830,817,0,,,,0.00,0,,,,E3,9553,2963,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394360,18-Jan-17,1,830,817,0,,,,0.00,0,,,,F3,10051,2821,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394361,18-Jan-17,1,830,817,0,,,,0.00,0,,,,G3,9650,3074,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394362,18-Jan-17,1,830,817,0,,,,0.00,0,,,,H3,10848,2926,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394363,18-Jan-17,1,830,817,0,,,,0.00,0,,,,I3,11894,2848,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394364,18-Jan-17,1,830,817,0,,,,0.00,0,,,,J3,12012,2814,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394365,18-Jan-17,1,830,817,0,,,,0.00,0,,,,K3,10949,2741,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394366,18-Jan-17,1,830,817,0,,,,0.00,0,,,,L3,10809,2585,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394367,18-Jan-17,1,830,817,0,,,,0.00,0,,,,M3,11078,2643,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394368,18-Jan-17,1,830,817,0,,,,0.00,0,,,,N3,12058,2342,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394369,18-Jan-17,1,830,817,0,,,,0.00,0,,,,O3,11756,2697,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394370,18-Jan-17,1,830,817,0,,,,0.00,0,,,,P3,8038,2266,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394371,18-Jan-17,1,830,817,0,,,,0.00,0,,,,A4,7752,3972,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394372,18-Jan-17,1,830,817,0,,,,0.00,0,,,,B4,8432,3424,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394373,18-Jan-17,1,830,817,0,,,,0.00,0,,,,C4,10302,3123,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394374,18-Jan-17,1,830,817,0,,,,0.00,0,,,,D4,9441,3416,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394375,18-Jan-17,1,830,817,0,,,,0.00,0,,,,E4,10129,3079,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394376,18-Jan-17,1,830,817,0,,,,0.00,0,,,,F4,10350,2733,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394377,18-Jan-17,1,830,817,0,,,,0.00,0,,,,G4,8454,2954,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394378,18-Jan-17,1,830,817,0,,,,0.00,0,,,,H4,11308,2693,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394379,18-Jan-17,1,830,817,0,,,,0.00,0,,,,I4,10898,2725,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394380,18-Jan-17,1,830,817,0,,,,0.00,0,,,,J4,12396,2515,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394381,18-Jan-17,1,830,817,0,,,,0.00,0,,,,K4,12239,2738,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394382,18-Jan-17,1,830,817,0,,,,0.00,0,,,,L4,12334,2743,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394383,18-Jan-17,1,830,817,0,,,,0.00,0,,,,M4,11736,2532,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394384,18-Jan-17,1,830,817,0,,,,0.00,0,,,,N4,12069,2436,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394385,18-Jan-17,1,830,817,0,,,,0.00,0,,,,O4,10820,2609,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394386,18-Jan-17,1,830,817,0,,,,0.00,0,,,,P4,9080,2220,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394387,18-Jan-17,1,830,817,0,,,,0.00,0,,,,A5,8003,3462,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394388,18-Jan-17,1,830,817,0,,,,0.00,0,,,,B5,9303,3410,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394389,18-Jan-17,1,830,817,0,,,,0.00,0,,,,C5,9152,3117,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394390,18-Jan-17,1,830,817,0,,,,0.00,0,,,,D5,8515,3229,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394391,18-Jan-17,1,830,817,0,,,,0.00,0,,,,E5,9110,3011,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394392,18-Jan-17,1,830,817,0,,,,0.00,0,,,,F5,9877,3013,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394393,18-Jan-17,1,830,817,0,,,,0.00,0,,,,G5,9007,2889,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394394,18-Jan-17,1,830,817,0,,,,0.00,0,,,,H5,9968,2836,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394395,18-Jan-17,1,830,817,0,,,,0.00,0,,,,I5,9726,3047,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394396,18-Jan-17,1,830,817,0,,,,0.00,0,,,,J5,10614,2785,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394397,18-Jan-17,1,830,817,0,,,,0.00,0,,,,K5,11694,2811,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394398,18-Jan-17,1,830,817,0,,,,0.00,0,,,,L5,10992,2592,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394399,18-Jan-17,1,830,817,0,,,,0.00,0,,,,M5,11667,2639,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394400,18-Jan-17,1,830,817,0,,,,0.00,0,,,,N5,12430,2683,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394401,18-Jan-17,1,830,817,0,,,,0.00,0,,,,O5,11942,2532,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394402,18-Jan-17,1,830,817,0,,,,0.00,0,,,,P5,9188,2391,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394403,18-Jan-17,1,830,817,0,,,,0.00,0,,,,A6,7988,3846,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394404,18-Jan-17,1,830,817,0,,,,0.00,0,,,,B6,7950,2961,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394405,18-Jan-17,1,830,817,0,,,,0.00,0,,,,C6,9454,3242,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394406,18-Jan-17,1,830,817,0,,,,0.00,0,,,,D6,10136,3363,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394407,18-Jan-17,1,830,817,0,,,,0.00,0,,,,E6,8837,3280,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394408,18-Jan-17,1,830,817,0,,,,0.00,0,,,,F6,9787,2991,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394409,18-Jan-17,1,830,817,0,,,,0.00,0,,,,G6,9745,3205,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394410,18-Jan-17,1,830,817,0,,,,0.00,0,,,,H6,9169,2924,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394411,18-Jan-17,1,830,817,0,,,,0.00,0,,,,I6,10904,2670,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394412,18-Jan-17,1,830,817,0,,,,0.00,0,,,,J6,11066,2887,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394413,18-Jan-17,1,830,817,0,,,,0.00,0,,,,K6,11049,2859,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394414,18-Jan-17,1,830,817,0,,,,0.00,0,,,,L6,12060,2555,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394415,18-Jan-17,1,830,817,0,,,,0.00,0,,,,M6,12177,2473,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394416,18-Jan-17,1,830,817,0,,,,0.00,0,,,,N6,12543,2555,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394417,18-Jan-17,1,830,817,0,,,,0.00,0,,,,O6,11682,2431,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394418,18-Jan-17,1,830,817,0,,,,0.00,0,,,,P6,8670,2584,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394419,18-Jan-17,1,830,817,0,,,,0.00,0,,,,A7,8634,3675,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394420,18-Jan-17,1,830,817,0,,,,0.00,0,,,,B7,8281,3590,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394421,18-Jan-17,1,830,817,0,,,,0.00,0,,,,C7,9390,3485,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394422,18-Jan-17,1,830,817,0,,,,0.00,0,,,,D7,8841,3337,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394423,18-Jan-17,1,830,817,0,,,,0.00,0,,,,E7,8280,3070,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394424,18-Jan-17,1,830,817,0,,,,0.00,0,,,,F7,9773,2973,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394425,18-Jan-17,1,830,817,0,,,,0.00,0,,,,G7,9501,2912,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394426,18-Jan-17,1,830,817,0,,,,0.00,0,,,,H7,9634,3012,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394427,18-Jan-17,1,830,817,0,,,,0.00,0,,,,I7,10425,2934,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394428,18-Jan-17,1,830,817,0,,,,0.00,0,,,,J7,10520,2708,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394429,18-Jan-17,1,830,817,0,,,,0.00,0,,,,K7,10498,2929,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394430,18-Jan-17,1,830,817,0,,,,0.00,0,,,,L7,10710,2396,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394431,18-Jan-17,1,830,817,0,,,,0.00,0,,,,M7,11386,2390,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394432,18-Jan-17,1,830,817,0,,,,0.00,0,,,,N7,11658,2508,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394433,18-Jan-17,1,830,817,0,,,,0.00,0,,,,O7,12077,2617,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394434,18-Jan-17,1,830,817,0,,,,0.00,0,,,,P7,8706,2643,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394435,18-Jan-17,1,830,817,0,,,,0.00,0,,,,A8,7930,3958,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394436,18-Jan-17,1,830,817,0,,,,0.00,0,,,,B8,8809,3722,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394437,18-Jan-17,1,830,817,0,,,,0.00,0,,,,C8,9556,3433,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394438,18-Jan-17,1,830,817,0,,,,0.00,0,,,,D8,9313,3214,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394439,18-Jan-17,1,830,817,0,,,,0.00,0,,,,E8,9215,3226,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394440,18-Jan-17,1,830,817,0,,,,0.00,0,,,,F8,9249,3147,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394441,18-Jan-17,1,830,817,0,,,,0.00,0,,,,G8,8042,3085,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394442,18-Jan-17,1,830,817,0,,,,0.00,0,,,,H8,9730,2881,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394443,18-Jan-17,1,830,817,0,,,,0.00,0,,,,I8,9622,2804,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394444,18-Jan-17,1,830,817,0,,,,0.00,0,,,,J8,10811,2982,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394445,18-Jan-17,1,830,817,0,,,,0.00,0,,,,K8,10339,2737,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394446,18-Jan-17,1,830,817,0,,,,0.00,0,,,,L8,11207,2782,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394447,18-Jan-17,1,830,817,0,,,,0.00,0,,,,M8,11785,2608,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394448,18-Jan-17,1,830,817,0,,,,0.00,0,,,,N8,12558,2575,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394449,18-Jan-17,1,830,817,0,,,,0.00,0,,,,O8,11489,2563,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394450,18-Jan-17,1,830,817,0,,,,0.00,0,,,,P8,9664,2482,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394451,18-Jan-17,1,830,817,0,,,,0.00,0,,,,A9,6580,3616,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394452,18-Jan-17,1,830,817,0,,,,0.00,0,,,,B9,7826,3261,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394453,18-Jan-17,1,830,817,0,,,,0.00,0,,,,C9,8797,3506,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394454,18-Jan-17,1,830,817,0,,,,0.00,0,,,,D9,8571,3255,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394455,18-Jan-17,1,830,817,0,,,,0.00,0,,,,E9,8056,3040,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394456,18-Jan-17,1,830,817,0,,,,0.00,0,,,,F9,8701,3084,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394457,18-Jan-17,1,830,817,0,,,,0.00,0,,,,G9,8531,2799,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394458,18-Jan-17,1,830,817,0,,,,0.00,0,,,,H9,8782,2707,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394459,18-Jan-17,1,830,817,0,,,,0.00,0,,,,I9,9569,3005,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394460,18-Jan-17,1,830,817,0,,,,0.00,0,,,,J9,10830,2708,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394461,18-Jan-17,1,830,817,0,,,,0.00,0,,,,K9,9004,2602,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394462,18-Jan-17,1,830,817,0,,,,0.00,0,,,,L9,9360,2797,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394463,18-Jan-17,1,830,817,0,,,,0.00,0,,,,M9,9611,2476,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394464,18-Jan-17,1,830,817,0,,,,0.00,0,,,,N9,11982,2642,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394465,18-Jan-17,1,830,817,0,,,,0.00,0,,,,O9,11743,2760,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394466,18-Jan-17,1,830,817,0,,,,0.00,0,,,,P9,8882,2440,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394467,18-Jan-17,1,830,817,0,,,,0.00,0,,,,A10,7462,3991,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394468,18-Jan-17,1,830,817,0,,,,0.00,0,,,,B10,6952,3558,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
394469,18-Jan-17,1,830,817,0,,,,0.00,0,,,,C10,8372,3235,Testing 384 well plate for plate effects; all tx with hTAAR5 and stimmed with TMA,,Kamarck,antag alone,E Cells
