Receptor,SV40,CRE,Row,Column,TMA_30_luc,TMA_30_RL,TMA_30_norm,TMA_100_luc,TMA_100_RL,TMA_100_norm,TMA_300_luc,TMA_300_RL,TMA_300_norm,UseforRSM
10,0.5,25,,,4893,2649,1.847112118,6814,2999,2.272090697,8829,3857,2.289084781,y
10,0.5,30,,,4873,2713,1.796166605,7150,2886,2.477477477,10078,3759,2.681032189,y
10,0.5,35,,,4550,2960,1.537162162,7725,2741,2.818314484,11623,2653,4.381078025,y
10,0.75,15,,,2466,3846,0.641185647,5479,3336,1.642386091,7017,3457,2.02979462,y
10,0.75,20,,,3176,3529,0.899971663,6239,3261,1.913216805,8003,3563,2.246140893,y
10,0.75,25,,,4133,3281,1.259676928,8451,3204,2.637640449,10576,3360,3.147619048,y
10,0.75,30,,,4694,3506,1.33884769,7678,2810,2.732384342,11176,3332,3.354141657,y
10,0.75,35,,,5205,3061,1.700424698,8593,3267,2.630241812,11940,3750,3.184,y
10,1.25,15,,,3416,3652,0.935377875,6215,3790,1.639841689,7898,4187,1.886314784,y
10,1.25,20,,,3203,3319,0.965049714,4826,3458,1.395604396,6538,3557,1.838065786,y
10,1.25,25,,,4027,4267,0.943754394,7200,4220,1.706161137,8045,3527,2.280975333,y
10,1.25,30,,,4171,4559,0.914893617,8227,4481,1.835974113,9469,3709,2.55297924,y
10,1.25,35,,,3953,4520,0.874557522,6932,4875,1.421948718,8634,4073,2.119813405,y
10,1.5,15,,,3011,4989,0.603527761,5485,5360,1.023320896,6281,4436,1.415915239,y
10,1.5,20,,,3256,4732,0.68808115,5888,5300,1.110943396,6440,4560,1.412280702,y
10,1.5,25,,,3972,4883,0.813434364,6659,4949,1.345524348,8064,4574,1.763008308,y
10,1.5,30,,,4395,4990,0.880761523,7363,4927,1.49441851,9239,4670,1.978372591,y
10,1.5,35,,,4317,4351,0.992185704,7169,3996,1.794044044,9170,3599,2.547929981,y
15,0.5,15,,,1909,2597,0.735078937,3069,2646,1.159863946,4247,2240,1.895982143,y
15,0.5,20,,,3521,3448,1.021171694,5824,3202,1.81886321,7450,2620,2.84351145,y
15,0.5,25,,,3952,3126,1.264235445,6051,3248,1.862992611,8632,2783,3.101688825,y
15,0.5,30,,,4238,2932,1.445429741,6255,3529,1.772456787,8708,2760,3.155072464,y
15,0.5,35,,,4335,3215,1.34836703,6129,2938,2.086113002,8297,2745,3.022586521,y
15,0.75,15,,,2483,3346,0.742080096,4654,3759,1.238095238,5493,2947,1.86392942,y
15,0.75,20,,,2776,3488,0.79587156,4861,3522,1.380181715,6202,2919,2.12470024,y
15,0.75,25,,,3061,3275,0.934656489,5311,3150,1.686031746,6871,2831,2.427057577,y
15,0.75,30,,,3501,3641,0.961549025,6363,3296,1.930521845,7217,2885,2.501559792,y
15,0.75,35,,,4517,3041,1.485366656,8607,3201,2.688847235,9980,2769,3.604189238,y
15,1.25,15,,,2449,3771,0.649429859,4203,4186,1.004061156,5001,3281,1.524230418,y
15,1.25,20,,,3271,4015,0.814694894,5671,3710,1.528571429,6983,3862,1.808130502,y
15,1.25,25,,,3623,4108,0.881937683,6420,4530,1.417218543,7350,3957,1.857467779,y
15,1.25,30,,,4332,3850,1.125194805,6900,3878,1.779267664,7681,3272,2.347493888,y
15,1.25,35,,,4360,4181,1.042812724,6155,3959,1.554685527,7882,3438,2.292611984,y
15,1.5,15,,,1875,4201,0.446322304,3253,4330,0.751270208,3784,3651,1.036428376,y
15,1.5,20,,,2805,4188,0.669770774,4770,4200,1.135714286,6629,3685,1.798914518,y
15,1.5,25,,,3899,4248,0.917843691,6356,4129,1.539355776,7913,3533,2.239739598,y
15,1.5,30,,,4215,4287,0.983205038,6296,4124,1.526673133,8159,3549,2.298957453,y
15,1.5,35,,,3653,4446,0.821637427,5994,3902,1.536135315,7400,3413,2.168180486,y
5,5,10,,,92,7342,0.012530646,129,6512,0.019809582,171,5900,0.028983051,n
5,5,10,,,67,7209,0.009293938,95,7613,0.012478655,124,6794,0.018251398,n
5,5,10,,,60,7572,0.00792393,84,7769,0.010812202,117,7090,0.016502116,n
5,5,10,,,53,6658,0.007960348,86,6811,0.012626633,82,6554,0.012511443,n
5,0.5,15,,,3309,3733,0.88641843,5572,3787,1.471349353,7755,3385,2.29098966,y
5,0.5,20,,,3335,4599,0.725157643,5640,4348,1.297148114,6535,3458,1.889820706,y
5,0.5,25,,,1624,4169,0.389541857,1777,3841,0.462639938,1668,3409,0.489293048,n
5,0.5,30,,,5566,3782,1.471708091,9710,3364,2.886444709,13093,3039,4.308325107,y
5,0.5,35,,,5424,3086,1.757615036,9911,2923,3.390694492,13045,2684,4.860283159,y
5,0.75,15,,,84,4341,0.01935038,120,4263,0.028149191,171,3916,0.043667007,y
5,0.75,20,,,2288,5026,0.455232789,2312,4734,0.488381918,2386,4445,0.536782902,y
5,0.75,25,,,4195,3544,1.183690745,6873,3625,1.896,8717,3400,2.563823529,y
5,0.75,30,,,5740,4122,1.392527899,10060,3661,2.747883092,11482,3847,2.984663374,y
5,0.75,35,,,6404,3664,1.747816594,10424,3621,2.878762773,12374,3056,4.04908377,y
5,1.25,15,,,122,5810,0.020998279,209,5455,0.038313474,240,5067,0.047365305,n
5,1.25,20,,,6168,4863,1.268352869,10755,4675,2.300534759,12963,4177,3.10342351,y
5,1.25,25,,,1584,5239,0.302347776,1717,5026,0.341623558,1770,4411,0.401269553,y
5,1.25,30,,,4637,4355,1.064753157,8885,4107,2.163379596,10257,4026,2.547690015,y
5,1.25,35,,,6565,4588,1.430906713,9400,4419,2.127178095,11953,4187,2.854788631,y
5,1.5,15,,,3686,5190,0.710211946,6897,4743,1.454142948,8345,4652,1.793852107,y
5,1.5,20,,,5281,5476,0.964390066,8810,5158,1.708026367,10464,4828,2.167357084,y
5,1.5,25,,,5825,5547,1.05011718,10957,5310,2.06346516,13718,4689,2.925570484,y
5,1.5,30,,,6090,5453,1.116816431,11334,5135,2.207205453,15337,4697,3.265275708,y
5,1.5,35,,,5988,5205,1.150432277,11664,4782,2.439146801,13345,4224,3.159327652,y
10,0.5,15,,,2866,3386,0.846426462,5957,3008,1.980385638,7839,2486,3.153258246,y
10,0.5,20,,,4144,3127,1.325231852,7131,2883,2.47346514,7753,2722,2.848273328,y
10,0.5,25,,,5399,3416,1.580503513,7537,3226,2.33632982,9726,2932,3.317189632,y
10,0.5,30,,,5044,3228,1.562577447,6949,3066,2.266470972,9456,2669,3.542899963,y
10,0.5,35,,,4832,3406,1.41867293,7991,3514,2.27404667,10637,2807,3.789454934,y
10,0.75,15,,,3553,3663,0.96996997,5453,3994,1.365297947,7578,2975,2.547226891,y
10,0.75,20,,,3744,3877,0.965695125,6539,3523,1.856088561,8977,3135,2.863476874,y
10,0.75,25,,,4686,3528,1.328231293,9146,3155,2.89889065,12440,3101,4.011609158,y
10,0.75,30,,,5855,3494,1.675729823,8792,3237,2.71609515,12341,3135,3.936523126,y
10,0.75,35,,,6220,3337,1.863949655,10876,2980,3.64966443,13206,3205,4.120436817,y
10,1.25,15,,,3882,4491,0.864395458,6832,4242,1.610561056,7798,3956,1.971183013,y
10,1.25,20,,,3523,4264,0.826219512,4798,3491,1.374391292,6153,3215,1.913841369,y
10,1.25,25,,,4515,4556,0.991000878,8121,4535,1.790738699,10293,4188,2.45773639,y
10,1.25,30,,,5443,4429,1.228945586,10029,3826,2.621275484,12646,4110,3.076885645,y
10,1.25,35,,,5170,4098,1.26159102,10093,3899,2.588612465,12405,3454,3.59148813,y
10,1.5,15,,,3589,4629,0.775329445,6786,4352,1.559283088,9343,4428,2.109981933,y
10,1.5,20,,,4411,4499,0.980440098,8050,4070,1.977886978,9858,3834,2.571205008,y
10,1.5,25,,,5650,4696,1.203151618,9538,4461,2.138085631,11096,3996,2.776776777,y
10,1.5,30,,,5758,4925,1.169137056,9748,4515,2.159025471,12301,4332,2.83956602,y
10,1.5,35,,,4937,4566,1.081252738,7725,4066,1.899901623,10348,4664,2.218696398,y
15,0.5,15,,,2183,2836,0.769746121,3479,2523,1.378913991,5265,3023,1.74164737,y
15,0.5,20,,,4115,3290,1.250759878,6625,2797,2.368609224,8466,2862,2.958071279,y
15,0.5,25,,,3964,3058,1.296272073,7540,2676,2.817638266,9654,2617,3.688956821,y
15,0.5,30,,,4518,3112,1.451799486,8824,2902,3.040661613,10696,2530,4.227667984,y
15,0.5,35,,,4199,3009,1.395480226,8997,2689,3.345853477,10507,2408,4.363372093,y
15,0.75,15,,,2837,3128,0.906969309,5874,2777,2.115232265,6864,2862,2.398322851,y
15,0.75,20,,,3672,3376,1.087677725,5444,3008,1.809840426,6969,2813,2.477426235,y
15,0.75,25,,,3746,3300,1.135151515,5780,2896,1.995856354,7534,3274,2.30116066,y
15,0.75,30,,,4292,3062,1.401698236,6144,3378,1.818827709,8553,3155,2.710935024,y
15,0.75,35,,,5018,3377,1.485934261,7626,2966,2.571139582,11225,2782,4.034867002,y
15,1.25,15,,,2667,3825,0.697254902,4282,3899,1.098230315,5766,3549,1.624683009,y
15,1.25,20,,,3875,4163,0.930819121,5994,3557,1.685127917,7655,3500,2.187142857,y
15,1.25,25,,,4644,4487,1.034989971,6850,3584,1.911272321,8112,3351,2.420769919,y
15,1.25,30,,,4484,3804,1.178759201,7192,3647,1.972031807,9811,3621,2.709472521,y
15,1.25,35,,,4555,3876,1.175180599,7343,3435,2.137700146,9503,3804,2.498159832,y
15,1.5,15,,,2156,4069,0.529859916,3446,3599,0.957488191,4984,3881,1.284205102,y
15,1.5,20,,,3127,3842,0.813899011,4965,3550,1.398591549,6834,4124,1.657129001,y
15,1.5,25,,,3615,3975,0.909433962,5704,3673,1.552953989,7273,3823,1.902432645,y
15,1.5,30,,,3859,4382,0.880648106,5923,3702,1.599945975,9025,3542,2.547995483,y
15,1.5,35,,,3750,4102,0.914188201,5370,3738,1.436597111,7959,3690,2.156910569,y
5,5,10,,,59,6594,0.008947528,108,5939,0.01818488,129,5948,0.021687962,n
5,5,10,,,51,7065,0.007218684,88,6604,0.013325257,87,6697,0.012990891,n
5,5,10,,,34,6684,0.005086774,60,6586,0.009110234,87,6264,0.013888889,n
5,5,10,,,24,6207,0.003866602,45,6793,0.006624466,57,6605,0.008629826,n
